project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ048522,CMP01454,Optimized Intelligent Workflow,2022-09-03,2023-10-18,Completed,Regulatory Reporting,17,14166,27340,193.0,Inventory Management,HPE,United States,Aerospace & Defense,49212,No,No
PRJ048523,CMP02912,Horizon Workforce Digitization,2024-06-22,,Active,Lead Generation,35,52733,105940,200.9,IT & Technology,Teleperformance,Brazil,Life Sciences,38692,Yes,Yes
PRJ048524,CMP03800,Phantom Process Automation,2016-11-02,2017-10-08,Completed,Supply Chain Optimization,49,227975,403971,177.2,KYC & AML Compliance,HPE,Netherlands,Aerospace & Defense,43313,Yes,Yes
PRJ048525,CMP04027,Global Intelligent Automation,2020-09-06,2021-01-14,Completed,Report Generation,30,73213,231499,316.2,Treasury,WNS Global Services,Netherlands,Mining & Metals,125874,Yes,Yes
PRJ048526,CMP01272,Streamlined End-to-End Automation,2016-01-25,,Active,Data Extraction & Migration,18,147646,110143,74.6,Payroll,KPIT Technologies,Peru,Banking & Financial Services,20072,No,No
PRJ048527,CMP02519,Phantom Intelligent Workflow,2019-06-22,,Active,HR Onboarding,21,123246,159973,129.8,Inventory Management,KPMG,Japan,FMCG & Consumer Goods,17423,Yes,No
PRJ048528,CMP02421,Quantum Automation Platform,2019-08-03,2020-09-10,Completed,Financial Reconciliation,8,189081,184164,97.4,Content Moderation,Hitachi Consulting,Japan,Automotive,8410,Yes,Yes
PRJ048529,CMP03785,Advanced Workflow Automation,2022-07-16,2023-06-28,Completed,Customer Onboarding,50,23406,24880,106.3,Fraud Detection,Accenture,Morocco,Media & Entertainment,118857,Yes,Yes
PRJ048530,CMP01143,Smart Automation Platform,2022-05-18,2024-03-02,Completed,Regulatory Reporting,28,211250,205546,97.3,IT & Technology,Aricent,Chile,Life Sciences,16496,Yes,Yes
PRJ048531,CMP01854,Quantum Intelligent Automation,2019-03-20,,Active,Invoice Processing,11,17881,21707,121.4,Sales & Marketing,KPMG,China,FMCG & Consumer Goods,12746,No,Yes
PRJ048532,CMP01681,Apex Bot Operations,2025-12-10,2027-02-03,Planned,Lead Generation,15,96565,155179,160.7,Tax,Aricent,Italy,Telecommunications,39070,Yes,Yes
PRJ048533,CMP02555,Streamlined Operational Excellence,2025-05-18,2025-08-15,Planned,Fraud Detection,10,319349,552154,172.9,Fraud Detection,McKinsey & Company,Netherlands,Banking & Financial Services,33649,Yes,Yes
PRJ048534,CMP04868,Automated Process Automation,2023-07-09,2024-03-26,Completed,Regulatory Reporting,20,1674082,4384420,261.9,Treasury,Cyient,Taiwan,Automotive,105715,No,No
PRJ048535,CMP04286,Titan Process Automation,2023-04-21,2025-03-13,Completed,Lead Generation,25,29535,42471,143.8,Risk Management,Genpact,Mexico,Technology & IT Services,46835,Yes,Yes
PRJ048536,CMP02147,Pinnacle Digital Workforce,2022-08-30,,Active,Claims Processing,24,188179,504507,268.1,Procurement,Aricent,Germany,Aerospace & Defense,141444,Yes,Yes
PRJ048537,CMP00831,Prism Process Reengineering,2016-12-11,2018-04-15,Completed,IT Helpdesk,7,156587,149383,95.4,Tax,SAP Consulting,Malaysia,Oil & Gas,11544,No,No
PRJ048538,CMP02080,Agile Hyperautomation,2021-02-09,2021-09-12,Completed,Lead Generation,33,156299,81431,52.1,IT & Technology,Tata Consultancy Services,Norway,Manufacturing,4995,No,No
PRJ048539,CMP00745,Atlas Workflow Automation,2023-05-27,,Active,Front Office Automation,31,32377,23602,72.9,Research & Development,Teleperformance,Malaysia,Oil & Gas,11068,No,No
PRJ048540,CMP04351,Horizon RPA Deployment,2025-06-13,2026-02-03,Completed,Financial Reconciliation,24,168518,152677,90.6,Product Management,Zensar Technologies,United States,Construction & Engineering,37068,No,Yes
PRJ048541,CMP03748,Optimized Efficiency Enhancement,2016-07-24,,Active,Data Extraction & Migration,42,68826,55611,80.8,Human Resources,HCL Technologies,Argentina,Education,21956,No,No
PRJ048542,CMP01309,Apex Process Automation,2023-04-14,2023-11-25,Completed,Contract Analysis,27,22237,11007,49.5,Report Generation,LTI Mindtree,Sweden,Oil & Gas,18027,No,No
PRJ048543,CMP02958,Comprehensive Automation Platform,2015-08-18,2022-12-02,Planned,Customer Support Automation,50,265271,554946,209.2,Fraud Detection,Hexaware Technologies,Denmark,Aerospace & Defense,161151,No,Yes
PRJ048544,CMP04876,Hyper Efficiency Enhancement,2025-01-11,2025-04-23,Completed,Financial Reconciliation,48,143384,220381,153.7,Customer Onboarding,Bain & Company,Poland,Agriculture & Food Processing,76507,No,Yes
PRJ048545,CMP01151,Pinnacle Efficiency Enhancement,2024-08-25,,Active,Claims Processing,28,421588,275296,65.3,Healthcare Administration,Cyient,Argentina,FMCG & Consumer Goods,38980,No,Yes
PRJ048546,CMP00889,Optimized Automation Platform,2025-05-31,2025-11-22,Completed,Invoice Processing,34,121134,97391,80.4,Payroll,SAP Consulting,South Korea,Agriculture & Food Processing,10872,No,Yes
PRJ048547,CMP02051,Comprehensive Task Automation,2022-04-16,,Active,Quality Control,15,47023,53418,113.6,Supply Chain & Procurement,Hitachi Consulting,Kuwait,Agriculture & Food Processing,33145,No,No
PRJ048548,CMP00683,Prism Cognitive Automation,2022-07-01,,Active,Document Processing,16,14487,17485,120.7,Fraud Detection,LTI Mindtree,Ireland,Life Sciences,39223,Yes,No
PRJ048549,CMP03718,Strategic Intelligent Workflow,2020-07-16,2022-02-23,Completed,Data Extraction & Migration,6,29709,56387,189.8,Quality Assurance,Compunnel,Saudi Arabia,Construction & Engineering,14913,No,No
PRJ048550,CMP01380,Seamless Efficiency Enhancement,2020-08-11,,Active,HR Onboarding,37,173437,419544,241.9,Legal & Compliance,Wipro,United States,Life Sciences,172263,Yes,No
PRJ048551,CMP02552,Horizon Operational Excellence,2024-01-25,2028-04-11,Planned,Process Automation,38,267163,293612,109.9,Audit,Boston Consulting Group,Germany,Real Estate,103291,Yes,No
PRJ048552,CMP01605,Horizon Cognitive Automation,2015-11-20,,Active,Claims Processing,7,11353,19595,172.6,Human Resources,Virtusa,Japan,Education,16869,No,Yes
PRJ048553,CMP01077,Unified Efficiency Enhancement,2024-05-05,,Active,Regulatory Reporting,10,31185,67453,216.3,Sales & Marketing,LTI Mindtree,United States,Professional Services & Consulting,9125,No,Yes
PRJ048554,CMP03108,Intelligent Operational Excellence,2024-01-13,2024-12-08,Completed,Front Office Automation,13,97894,81252,83.0,KYC & AML Compliance,Deloitte,Belgium,Hospitality & Travel,23990,Yes,Yes
PRJ048555,CMP00482,Hyper Hyperautomation,2016-04-18,,Active,Report Generation,36,908196,1845454,203.2,Customer Onboarding,SAP Consulting,Brazil,Chemical & Materials,107254,Yes,No
PRJ048556,CMP01633,Titan Hyperautomation,2025-02-02,2027-04-05,Planned,Order Processing,1,115640,578200,500.0,Supply Chain & Procurement,Tata Consultancy Services,United States,Mining & Metals,11412,No,Yes
PRJ048557,CMP01939,Unified Efficiency Enhancement,2020-03-10,2021-03-09,Completed,Contract Analysis,10,16718,28972,173.3,Order Processing,Hitachi Consulting,Denmark,Professional Services & Consulting,26403,Yes,No
PRJ048558,CMP03032,Nexus Intelligent Automation,2024-05-28,2025-09-07,Completed,Payroll Automation,11,67312,53647,79.7,Facilities Management,Tata Consultancy Services,Czech Republic,Automotive,10292,No,Yes
PRJ048559,CMP04848,Accelerated Workflow Automation,2021-08-22,,Active,Fraud Detection,49,101361,263437,259.9,Content Moderation,Hitachi Consulting,Argentina,Retail & E-Commerce,143984,No,No
PRJ048560,CMP04840,Sentinel Digital Workforce,2020-01-18,2020-03-30,Completed,Invoice Processing,36,59177,38287,64.7,Fraud Detection,DXC Technology,South Korea,Nonprofit & NGO,8101,No,Yes
PRJ048561,CMP01908,Hyper Intelligent Automation,2016-12-31,,Active,Inventory Management,40,152408,752743,493.9,Risk Management,NTT Data,United States,Retail & E-Commerce,414774,No,Yes
PRJ048562,CMP04074,Enterprise End-to-End Automation,2016-08-04,2017-04-13,Completed,Invoice Processing,7,36781,22583,61.4,Supply Chain & Procurement,Infosys,Spain,Chemical & Materials,6954,No,Yes
PRJ048563,CMP04388,Atlas Task Automation,2016-06-26,2019-02-23,Planned,Payroll Automation,18,120706,123844,102.6,Operations,HCL Technologies,Netherlands,Banking & Financial Services,35861,No,Yes
PRJ048564,CMP02570,Forge Automation Initiative,2022-09-21,2024-06-09,Completed,Claims Processing,6,159825,201858,126.3,Healthcare Administration,Wipro,Argentina,Manufacturing,2745,No,No
PRJ048565,CMP00726,Nexus Task Automation,2021-08-20,2022-01-14,Completed,Lead Generation,19,48369,96689,199.9,Payroll,Genpact,Rwanda,FMCG & Consumer Goods,70264,No,Yes
PRJ048566,CMP01860,Scalable Automation Platform,2021-04-30,2021-08-17,Completed,Claims Processing,15,1972722,1288187,65.3,Product Management,Birlasoft,Belgium,Telecommunications,5448,No,Yes
PRJ048567,CMP00561,Comprehensive Intelligent Workflow,2015-04-22,2023-05-10,Planned,Report Generation,49,76618,158752,207.2,Invoice Processing,KPIT Technologies,Netherlands,Technology & IT Services,146670,No,Yes
PRJ048568,CMP00981,Intelligent Cognitive Automation,2021-12-18,,Active,Fraud Detection,25,35605,30940,86.9,Tax,Oracle Consulting,Poland,Oil & Gas,39982,Yes,Yes
PRJ048569,CMP02354,Atlas Cognitive Automation,2021-04-06,,Active,Quality Control,42,30693,61539,200.5,Healthcare Administration,Birlasoft,Australia,Nonprofit & NGO,147176,No,Yes
PRJ048570,CMP04774,Sentinel Intelligent Automation,2024-05-28,2027-03-11,Planned,Regulatory Reporting,1,46397,26446,57.0,Procurement,HPE,Ireland,Healthcare & Pharmaceuticals,1379,No,No
PRJ048571,CMP01941,Automated Hyperautomation,2016-05-01,,Active,Document Processing,9,194618,379505,195.0,Treasury,Teleperformance,India,Nonprofit & NGO,42044,Yes,No
PRJ048572,CMP03257,Enterprise Operational Excellence,2018-03-21,2018-08-15,Completed,HR Onboarding,37,576052,1690712,293.5,Data Entry,EY,Colombia,FMCG & Consumer Goods,230258,Yes,Yes
PRJ048573,CMP01411,Advanced Workflow Automation,2025-10-25,,Active,Email Automation,31,53778,125033,232.5,Content Moderation,Compunnel,United States,Professional Services & Consulting,153094,Yes,Yes
PRJ048574,CMP02313,Intelligent Task Automation,2022-04-03,2022-10-08,Completed,Invoice Processing,43,21811,61463,281.8,Fraud Detection,Teleperformance,Germany,Legal Services,150981,No,Yes
PRJ048575,CMP00955,Atlas Smart Operations,2020-06-07,2021-08-09,Completed,Lead Generation,44,49772,101783,204.5,Customer Onboarding,Tata Consultancy Services,New Zealand,Education,152538,No,No
PRJ048576,CMP02366,Sentinel Intelligent Automation,2021-11-14,2028-11-10,Planned,Report Generation,3,19578,35984,183.8,Treasury,IBM Consulting,Italy,Chemical & Materials,4538,Yes,Yes
PRJ048577,CMP01291,Scalable Intelligent Workflow,2016-01-15,2016-05-13,Completed,Process Automation,22,15307,67534,441.2,Sales & Marketing,PwC,Egypt,Education,239572,No,Yes
PRJ048578,CMP04494,Robust Workforce Digitization,2018-03-17,,Active,Front Office Automation,10,68774,122211,177.7,Data Management,Cyient,United States,Insurance,14743,Yes,Yes
PRJ048579,CMP02884,Advanced Intelligent Workflow,2015-08-11,2017-04-07,Completed,HR Onboarding,30,53210,79282,149.0,Content Moderation,Hexaware Technologies,Australia,Aerospace & Defense,100622,No,Yes
PRJ048580,CMP04362,Vanguard Task Automation,2022-02-06,2022-11-26,Completed,Lead Generation,8,66001,107713,163.2,KYC & AML Compliance,Birlasoft,Belgium,Chemical & Materials,24489,Yes,No
PRJ048581,CMP03057,Robust Digital Transformation,2025-01-10,2025-11-18,Completed,Customer Onboarding,5,312684,1140045,364.6,Inventory Management,Cognizant,Denmark,Media & Entertainment,18698,Yes,Yes
PRJ048582,CMP04680,Titan Digital Workforce,2016-05-31,2017-01-02,Completed,Payroll Automation,43,348701,627313,179.9,Research & Development,Fujitsu,United States,Retail & E-Commerce,151166,Yes,No
PRJ048583,CMP04771,Digital Automation Platform,2018-10-30,2027-12-06,Planned,IT Helpdesk,33,10000,15080,150.8,Report Generation,Hitachi Consulting,United States,Transportation & Logistics,43169,Yes,Yes
PRJ048584,CMP02977,Advanced Efficiency Enhancement,2022-03-14,2022-07-24,Completed,Front Office Automation,41,62617,60613,96.8,Finance & Accounting,IBM Consulting,Mexico,Healthcare & Pharmaceuticals,53425,No,Yes
PRJ048585,CMP01923,Advanced End-to-End Automation,2018-12-09,2020-04-18,Completed,Process Automation,23,1588993,1501598,94.5,Risk Management,NTT Data,Germany,Technology & IT Services,5925,Yes,Yes
PRJ048586,CMP03394,End-to-End Cognitive Automation,2018-11-01,,Active,Process Automation,41,192828,288470,149.6,Customer Service,Cyient,Israel,Agriculture & Food Processing,29866,Yes,Yes
PRJ048587,CMP03139,Horizon Automation Initiative,2021-07-25,2022-08-05,Completed,Contract Analysis,2,67087,71648,106.8,Data Entry,PwC,Kenya,Real Estate,1258,Yes,No
PRJ048588,CMP00708,Advanced Hyperautomation,2021-11-07,2028-08-16,Planned,Customer Support Automation,3,88571,149330,168.6,Fraud Detection,Birlasoft,United States,Life Sciences,7877,Yes,Yes
PRJ048589,CMP02996,Forge Bot Operations,2024-04-25,2024-10-21,Planned,Email Automation,23,223236,201582,90.3,Customer Onboarding,DXC Technology,Japan,Construction & Engineering,31554,Yes,Yes
PRJ048590,CMP00847,Horizon End-to-End Automation,2017-05-15,2018-06-30,Completed,Contract Analysis,45,197197,226973,115.1,Customer Onboarding,Boston Consulting Group,United States,Retail & E-Commerce,125152,No,No
PRJ048591,CMP04147,Agile Process Automation,2024-03-20,,Active,Order Processing,6,215253,120541,56.0,Fraud Detection,Accenture,Rwanda,Automotive,2062,No,Yes
PRJ048592,CMP03476,Enterprise Intelligent Automation,2025-06-12,2027-01-23,Planned,Supply Chain Optimization,12,168883,527590,312.4,Legal & Compliance,Cognizant,United States,Aerospace & Defense,12575,Yes,Yes
PRJ048593,CMP03361,Global Workforce Digitization,2015-11-13,2016-06-03,Completed,Quality Control,30,494134,591972,119.8,Human Resources,Boston Consulting Group,Uruguay,Education,52390,No,Yes
PRJ048594,CMP03170,Digital Efficiency Enhancement,2017-01-13,2022-09-21,Planned,Process Automation,33,461729,659349,142.8,Legal & Compliance,Cyient,France,Life Sciences,26682,Yes,Yes
PRJ048595,CMP04602,Strategic Digital Transformation,2017-08-14,,Active,Customer Onboarding,32,24812,78951,318.2,Invoice Processing,KPMG,United Arab Emirates,Telecommunications,230632,No,No
PRJ048596,CMP04521,Smart Task Automation,2018-11-09,2018-12-21,Completed,Data Validation,42,66757,108012,161.8,Procurement,SAP Consulting,Peru,Energy & Utilities,64862,No,Yes
PRJ048597,CMP02714,Next-Gen Automation Platform,2015-01-14,2016-01-02,Planned,Financial Reconciliation,41,213895,882316,412.5,Product Management,EY,France,Real Estate,232978,Yes,No
PRJ048598,CMP03145,Smart RPA Deployment,2021-07-21,2022-03-09,Completed,Supply Chain Optimization,4,66825,263825,394.8,Data Entry,Mphasis,Kuwait,Agriculture & Food Processing,5288,Yes,No
PRJ048599,CMP02569,Streamlined Smart Operations,2022-01-04,2022-05-26,Completed,HR Onboarding,25,44947,101490,225.8,Finance & Accounting,HCL Technologies,Ghana,Government & Public Sector,100454,No,No
PRJ048600,CMP00648,Advanced Process Reengineering,2023-12-22,,Active,Compliance Monitoring,46,196216,577463,294.3,Product Management,Hexaware Technologies,Taiwan,Banking & Financial Services,176737,Yes,Yes
PRJ048601,CMP04703,Nova RPA Deployment,2019-01-12,,Active,Back Office Automation,46,60999,70514,115.6,Research & Development,PwC,Spain,Mining & Metals,74951,Yes,Yes
PRJ048602,CMP00695,Scalable Hyperautomation,2023-06-30,,Active,Process Automation,4,46676,48496,103.9,Quality Assurance,Infosys,Austria,Life Sciences,3417,Yes,Yes
PRJ048603,CMP02932,Optimized Bot Operations,2023-04-09,2025-01-17,Completed,Order Processing,25,33997,35730,105.1,Facilities Management,LTI Mindtree,Israel,Government & Public Sector,31517,Yes,Yes
PRJ048604,CMP02126,Accelerated Intelligent Automation,2022-01-17,2023-09-07,Completed,IT Helpdesk,9,170156,790714,464.7,Data Management,HCL Technologies,United States,Life Sciences,88474,Yes,No
PRJ048605,CMP00504,Next-Gen Operational Excellence,2021-06-10,2021-10-08,Completed,Data Validation,8,119076,96570,81.1,Invoice Processing,Maveric Systems,United States,Education,7182,No,Yes
PRJ048606,CMP00612,Horizon Efficiency Enhancement,2024-06-25,2027-01-20,Planned,Claims Processing,9,430869,425698,98.8,Fraud Detection,WNS Global Services,Sweden,Real Estate,8543,No,Yes
PRJ048607,CMP02587,Unified Smart Operations,2025-04-05,2028-10-11,Planned,Financial Reconciliation,12,102746,210834,205.2,Facilities Management,Accenture,Uruguay,Mining & Metals,29716,Yes,No
PRJ048608,CMP02352,Next-Gen Automation Platform,2019-03-10,2020-04-08,Completed,Back Office Automation,15,46363,71259,153.7,Order Processing,Maveric Systems,Morocco,Manufacturing,29655,No,Yes
PRJ048609,CMP02039,Titan Hyperautomation,2015-04-08,2015-11-16,Completed,Customer Onboarding,22,58798,69616,118.4,IT & Technology,Compunnel,Norway,Media & Entertainment,8690,No,Yes
PRJ048610,CMP02044,Seamless Hyperautomation,2019-05-23,2020-07-18,Completed,IT Helpdesk,22,262544,371499,141.5,Report Generation,EXL Service,India,Mining & Metals,28272,Yes,Yes
PRJ048611,CMP00071,Comprehensive Workforce Digitization,2018-12-25,2019-05-11,Completed,Quality Control,11,70763,49675,70.2,Supply Chain & Procurement,Genpact,South Korea,Legal Services,5906,Yes,Yes
PRJ048612,CMP03433,Pinnacle RPA Deployment,2023-08-28,2023-12-14,Completed,Supply Chain Optimization,48,88461,315894,357.1,Human Resources,Cognizant,South Korea,Chemical & Materials,298034,Yes,Yes
PRJ048613,CMP02941,Phantom Process Optimization,2020-05-18,,Active,Document Processing,18,687704,781919,113.7,Legal & Compliance,Compunnel,Germany,Nonprofit & NGO,39157,No,Yes
PRJ048614,CMP00781,Quantum Intelligent Workflow,2021-05-15,,Active,Lead Generation,34,31972,120054,375.5,Facilities Management,Mphasis,Singapore,Oil & Gas,101632,Yes,No
PRJ048615,CMP02608,Accelerated Bot Operations,2021-12-01,,Active,Claims Processing,11,402747,462353,114.8,Operations,EXL Service,United States,Oil & Gas,14575,Yes,Yes
PRJ048616,CMP01697,Automated Process Reengineering,2020-03-07,2021-02-02,Completed,Data Extraction & Migration,13,76869,202319,263.2,Audit,PwC,Mexico,Media & Entertainment,63999,Yes,No
PRJ048617,CMP00447,Pinnacle Workflow Automation,2023-03-16,2023-05-08,Completed,Order Processing,41,39659,38826,97.9,Legal & Compliance,HCL Technologies,Canada,Life Sciences,45593,No,No
PRJ048618,CMP00611,Global Digital Transformation,2017-08-11,2018-12-15,Completed,Email Automation,7,418384,594942,142.2,Treasury,Genpact,Japan,Aerospace & Defense,6744,No,No
PRJ048619,CMP02235,Comprehensive Intelligent Automation,2018-05-12,,Active,Front Office Automation,22,94465,130645,138.3,Report Generation,Oracle Consulting,Netherlands,Life Sciences,53484,No,Yes
PRJ048620,CMP03574,Vanguard Digital Workforce,2021-01-14,2024-09-20,Planned,Quality Control,10,59043,57330,97.1,Order Processing,Deloitte,Israel,Life Sciences,12567,Yes,Yes
PRJ048621,CMP01933,Optimized Cognitive Automation,2015-02-25,,Active,Front Office Automation,8,163534,119052,72.8,Payroll,PwC,United Kingdom,Energy & Utilities,8354,Yes,Yes
PRJ048622,CMP01368,Next-Gen Intelligent Workflow,2022-04-05,,Active,HR Onboarding,47,49824,61084,122.6,Invoice Processing,NTT Data,India,Government & Public Sector,55976,Yes,No
PRJ048623,CMP03693,Nexus Task Automation,2021-11-04,2022-09-30,Completed,Back Office Automation,35,28827,28999,100.6,Inventory Management,Zensar Technologies,United States,Life Sciences,20681,Yes,No
PRJ048624,CMP04306,Accelerated Efficiency Enhancement,2020-06-15,2020-09-26,Completed,IT Helpdesk,17,252154,359319,142.5,KYC & AML Compliance,EY,Morocco,Government & Public Sector,17345,No,Yes
PRJ048625,CMP03527,Phantom Bot Operations,2025-08-21,2026-01-17,Planned,Customer Onboarding,33,74821,67563,90.3,Data Entry,Birlasoft,Argentina,Government & Public Sector,38410,Yes,No
PRJ048626,CMP03696,Digital Workforce Digitization,2016-11-30,,Active,Financial Reconciliation,17,94207,187754,199.3,Order Processing,Birlasoft,United States,Life Sciences,42973,Yes,No
PRJ048627,CMP04523,Intelligent Workflow Automation,2025-08-21,,Active,Email Automation,42,25363,28229,111.3,Legal & Compliance,Infosys,Ecuador,Professional Services & Consulting,86666,Yes,No
PRJ048628,CMP01121,End-to-End Task Automation,2023-10-25,2024-03-04,Completed,Data Validation,11,95382,73253,76.8,Sales & Marketing,Boston Consulting Group,Indonesia,Construction & Engineering,16429,Yes,Yes
PRJ048629,CMP00758,Nova Process Mining,2024-08-06,2025-12-09,Planned,Document Processing,32,322373,474210,147.1,Data Management,McKinsey & Company,Taiwan,Retail & E-Commerce,87319,No,Yes
PRJ048630,CMP01461,Unified Process Reengineering,2016-04-29,,Active,Compliance Monitoring,28,408194,359618,88.1,Research & Development,Cognizant,Australia,Transportation & Logistics,20641,No,No
PRJ048631,CMP03524,Enterprise Digital Workforce,2025-02-03,2026-05-12,Completed,Claims Processing,20,116158,115925,99.8,Data Entry,Cyient,Egypt,Legal Services,40901,No,Yes
PRJ048632,CMP04891,Apex Process Automation,2015-03-31,,Active,Compliance Monitoring,6,96709,160150,165.6,Legal & Compliance,WNS Global Services,Romania,FMCG & Consumer Goods,12042,Yes,Yes
PRJ048633,CMP04609,Horizon Intelligent Workflow,2019-09-04,,Active,Front Office Automation,48,118839,207730,174.8,Sales & Marketing,PwC,Australia,Media & Entertainment,106742,Yes,No
PRJ048634,CMP00357,Smart Operational Excellence,2016-10-05,,Active,Order Processing,45,95556,424459,444.2,Quality Assurance,Boston Consulting Group,Taiwan,Construction & Engineering,143421,No,No
PRJ048635,CMP03075,Scalable Workflow Automation,2020-06-28,2022-06-17,Completed,Email Automation,49,203166,623110,306.7,Invoice Processing,LTI Mindtree,Vietnam,Manufacturing,358491,Yes,No
PRJ048636,CMP01397,Prism Operational Excellence,2016-12-09,2018-05-11,Completed,Contract Analysis,19,78725,219012,278.2,Data Entry,Bain & Company,South Africa,Nonprofit & NGO,109989,Yes,Yes
PRJ048637,CMP00301,Apex Operational Excellence,2020-12-08,,Active,Payroll Automation,11,36291,34331,94.6,Audit,HCL Technologies,India,Media & Entertainment,19793,No,No
PRJ048638,CMP03722,Quantum Process Optimization,2016-11-29,2024-05-24,Planned,Regulatory Reporting,49,692858,609715,88.0,Quality Assurance,Capgemini,Israel,Energy & Utilities,44162,Yes,Yes
PRJ048639,CMP02692,Global Automation Platform,2017-12-15,2018-06-19,Completed,Contract Analysis,38,10466,27703,264.7,Tax,Mphasis,China,Education,171903,Yes,Yes
PRJ048640,CMP04977,Enterprise Workforce Digitization,2015-12-27,,Active,Invoice Processing,8,877769,1134955,129.3,Healthcare Administration,SAP Consulting,United States,Transportation & Logistics,10532,Yes,No
PRJ048641,CMP00403,Streamlined Intelligent Workflow,2023-07-24,2024-02-23,Completed,Customer Support Automation,43,79822,79502,99.6,Research & Development,NTT Data,China,Transportation & Logistics,70073,No,Yes
PRJ048642,CMP03166,Forge Cognitive Automation,2019-08-13,2020-03-16,Completed,Regulatory Reporting,35,131357,191649,145.9,Claims Processing,DXC Technology,United States,Energy & Utilities,92410,Yes,No
PRJ048643,CMP02869,End-to-End Workflow Automation,2021-10-27,,Active,Email Automation,41,135540,677700,500.0,Healthcare Administration,Teleperformance,Ecuador,Hospitality & Travel,131044,Yes,Yes
PRJ048644,CMP00428,Advanced Automation Platform,2018-10-28,2018-12-23,Completed,Payroll Automation,24,84536,86311,102.1,Procurement,Infosys,United States,Energy & Utilities,14020,No,No
PRJ048645,CMP00078,Comprehensive End-to-End Automation,2015-11-15,2017-03-24,Completed,Supply Chain Optimization,26,10000,23550,235.5,Human Resources,Capgemini,United States,Nonprofit & NGO,16616,Yes,No
PRJ048646,CMP01862,Advanced RPA Deployment,2022-01-12,2022-09-21,Completed,Front Office Automation,11,58059,92487,159.3,Risk Management,Virtusa,Taiwan,Manufacturing,14616,Yes,Yes
PRJ048647,CMP03454,Automated RPA Deployment,2020-06-11,2025-12-08,Planned,HR Onboarding,3,151726,400253,263.8,Facilities Management,Fujitsu,Spain,Oil & Gas,16480,No,Yes
PRJ048648,CMP00554,Streamlined Workforce Digitization,2020-04-23,,Active,Contract Analysis,50,65064,86209,132.5,Supply Chain & Procurement,Capgemini,Mexico,Nonprofit & NGO,68162,Yes,Yes
PRJ048649,CMP01936,Pinnacle RPA Deployment,2025-08-22,2026-01-21,Completed,Back Office Automation,29,71609,49553,69.2,Human Resources,LTI Mindtree,Spain,Retail & E-Commerce,31859,Yes,No
PRJ048650,CMP01936,Pinnacle Automation Initiative,2024-03-07,2025-10-17,Completed,Order Processing,47,52369,107880,206.0,Audit,Aricent,Spain,Retail & E-Commerce,189248,No,No
PRJ048651,CMP03305,Seamless Task Automation,2020-11-09,2021-02-21,Completed,Invoice Processing,32,132823,115423,86.9,Product Management,Accenture,United States,Manufacturing,13575,Yes,Yes
PRJ048652,CMP04651,Atlas Automation Platform,2018-01-31,2024-09-30,Planned,Front Office Automation,36,787041,800420,101.7,Payroll,Teleperformance,China,Retail & E-Commerce,29843,No,Yes
PRJ048653,CMP03438,Smart Bot Operations,2022-02-24,2023-01-08,Completed,Quality Control,21,86221,140195,162.6,Quality Assurance,Maveric Systems,Sweden,Real Estate,82380,No,Yes
PRJ048654,CMP03083,Smart Workforce Digitization,2024-05-02,,Active,Document Processing,2,981289,1275675,130.0,Inventory Management,Cognizant,India,Automotive,2159,No,Yes
PRJ048655,CMP00547,Apex Bot Operations,2024-04-30,2024-06-07,Completed,Compliance Monitoring,48,164769,248306,150.7,Legal & Compliance,KPIT Technologies,United States,Aerospace & Defense,153093,Yes,Yes
PRJ048656,CMP01259,Vanguard Process Mining,2024-07-07,2026-04-28,Completed,Process Automation,41,29323,35656,121.6,IT & Technology,Cyient,Czech Republic,Manufacturing,124180,Yes,Yes
PRJ048657,CMP04971,Robust Smart Operations,2021-12-27,,Active,Back Office Automation,7,21911,83897,382.9,Quality Assurance,Tata Consultancy Services,United States,Manufacturing,49754,No,No
PRJ048658,CMP00648,Streamlined Hyperautomation,2025-09-09,,Active,Order Processing,6,38219,79610,208.3,Data Entry,Boston Consulting Group,Taiwan,Banking & Financial Services,24695,Yes,Yes
PRJ048659,CMP02539,Prism Operational Excellence,2018-03-01,,Active,Report Generation,36,124242,95542,76.9,Invoice Processing,HPE,Czech Republic,Manufacturing,39172,Yes,Yes
PRJ048660,CMP02173,Intelligent Smart Operations,2025-06-06,,Active,Back Office Automation,4,314839,1045895,332.2,Risk Management,Aricent,Netherlands,Telecommunications,20278,Yes,Yes
PRJ048661,CMP04068,Hyper Operational Excellence,2018-07-01,,Active,Invoice Processing,46,103997,427843,411.4,Report Generation,Fujitsu,Malaysia,Manufacturing,290618,Yes,No
PRJ048662,CMP00969,Sentinel Task Automation,2017-10-08,2018-06-20,Completed,Customer Support Automation,5,22612,23968,106.0,Procurement,Maveric Systems,United Kingdom,Nonprofit & NGO,7068,Yes,Yes
PRJ048663,CMP02259,Agile Operational Excellence,2024-01-18,2025-11-21,Completed,Order Processing,2,88482,88658,100.2,Content Moderation,Aricent,Singapore,Nonprofit & NGO,4958,Yes,Yes
PRJ048664,CMP01605,Hyper Workforce Digitization,2025-01-14,2028-06-19,Planned,HR Onboarding,49,32368,49425,152.7,Facilities Management,DXC Technology,Japan,Education,35204,Yes,No
